 -5.4396  337.74822550
 -5.3808  337.48447620
 -5.3220  335.54799069
 -5.2632  337.44624133
 -5.2044  336.82571291
 -5.1456  335.98393109
 -5.0868  336.67304532
 -5.0280  335.88732746
 -4.9692  337.33699840
 -4.9104  336.04551336
 -4.8516  336.90038835
 -4.7928  337.13367804
 -4.7340  338.33249634
 -4.6751  336.68903388
 -4.6163  337.48550565
 -4.5575  335.91392431
 -4.4987  338.30471759
 -4.4399  338.04400505
 -4.3811  334.61160648
 -4.3223  335.17209880
 -4.2635  336.90817528
 -4.2047  338.68013016
 -4.1459  336.63137075
 -4.0871  338.52187698
 -4.0283  337.31981867
 -3.9695  336.08720888
 -3.9107  337.72988515
 -3.8518  336.54524667
 -3.7930  337.04438176
 -3.7342  337.72544381
 -3.6754  338.31118331
 -3.6166  335.52387773
 -3.5578  336.03370827
 -3.4990  337.65588759
 -3.4402  337.80525763
 -3.3814  337.11416919
 -3.3226  336.28716463
 -3.2638  335.90471901
 -3.2050  338.93374980
 -3.1462  339.11071154
 -3.0874  338.51101086
 -3.0286  337.06205694
 -2.9697  339.95890063
 -2.9109  341.01484838
 -2.8521  342.01848683
 -2.7933  349.04001454
 -2.7345  354.70816911
 -2.6757  364.83344719
 -2.6169  377.25319267
 -2.5581  393.51465308
 -2.4993  406.09872441
 -2.4405  425.02961441
 -2.3817  434.53502769
 -2.3229  434.44210829
 -2.2641  434.90585998
 -2.2053  426.37496851
 -2.1464  419.88387581
 -2.0876  413.46780470
 -2.0288  411.33785847
 -1.9700  404.17685793
 -1.9112  398.34691206
 -1.8524  385.14007350
 -1.7936  371.75567250
 -1.7348  357.17110205
 -1.6760  345.13407856
 -1.6172  340.88539180
 -1.5584  342.83823121
 -1.4996  343.60585530
 -1.4408  343.90929743
 -1.3820  343.91641783
 -1.3232  344.86036948
 -1.2643  343.87980725
 -1.2055  342.84240276
 -1.1467  345.69872402
 -1.0879  344.67664690
 -1.0291  346.40347183
 -0.9703  341.22948029
 -0.9115  337.23687193
 -0.8527  331.17812843
 -0.7939  321.49053541
 -0.7351  310.74966583
 -0.6763  302.46410928
 -0.6175  293.27500906
 -0.5587  288.05809256
 -0.4999  285.28340159
 -0.4411  285.42520197
 -0.3822  281.32047615
 -0.3234  277.35197672
 -0.2646  264.20607240
 -0.2058  245.04456441
 -0.1470  221.07072555
 -0.0882  198.73223390
 -0.0294  186.58613814
  0.0294  187.80264192
  0.0882  198.65486777
  0.1470  221.24426690
  0.2058  244.76776746
  0.2646  265.76884144
  0.3234  276.30684329
  0.3822  282.01424865
  0.4411  284.86138110
  0.4999  287.36977488
  0.5587  287.29643777
  0.6175  293.57586888
  0.6763  300.59890193
  0.7351  310.56307851
  0.7939  319.73302882
  0.8527  327.66750402
  0.9115  337.74853900
  0.9703  342.10451647
  1.0291  343.11974468
  1.0879  345.17836541
  1.1467  344.24816966
  1.2055  345.19454253
  1.2643  342.81652485
  1.3232  344.72945981
  1.3820  344.39058987
  1.4408  344.40613755
  1.4996  341.81634660
  1.5584  341.81949146
  1.6172  341.78807670
  1.6760  348.42526837
  1.7348  359.09008570
  1.7936  370.74668916
  1.8524  385.64764915
  1.9112  400.05243830
  1.9700  404.00922817
  2.0288  409.10666135
  2.0876  412.93022640
  2.1464  419.29962906
  2.2053  427.86459599
  2.2641  435.71335920
  2.3229  439.47104586
  2.3817  434.81752181
  2.4405  425.91568323
  2.4993  409.66324572
  2.5581  388.90775301
  2.6169  376.24476826
  2.6757  363.54723162
  2.7345  354.16881977
  2.7933  348.07104872
  2.8521  340.90317978
  2.9109  341.18478115
  2.9697  341.82453191
  3.0286  338.81583440
  3.0874  336.68271884
  3.1462  337.40222349
  3.2050  338.44477370
  3.2638  336.06875587
  3.3226  339.28413081
  3.3814  336.70390221
  3.4402  336.53024665
  3.4990  337.21867441
  3.5578  335.98312301
  3.6166  335.45736382
  3.6754  336.40274253
  3.7342  338.07215042
  3.7930  338.16858379
  3.8518  335.36948368
  3.9107  337.47417676
  3.9695  335.22059825
  4.0283  338.96536469
  4.0871  336.83965787
  4.1459  337.97289332
  4.2047  336.09201150
  4.2635  334.94814052
  4.3223  336.57539111
  4.3811  339.33846963
  4.4399  336.02079882
  4.4987  338.28413124
  4.5575  334.59279304
  4.6163  337.31351183
  4.6751  339.07938699
  4.7340  335.25181032
  4.7928  336.56417812
  4.8516  337.08603333
  4.9104  335.94022585
  4.9692  337.44233178
  5.0280  337.41907541
  5.0868  334.80880239
  5.1456  335.21589436
  5.2044  338.36937778
  5.2632  335.10676456
  5.3220  338.70714491
  5.3808  335.65392209
  5.4396  336.04810177
