1,94347411877  0,123277230867
1,9625277866  0,248015242934
2,99632536406  0,364514811958
3,95173070816  0,390663702763
5,96978632673  0,419344009436
8,04554733929  0,420088009799
9,97323413328  0,405725173524
10,991244386  0,384584675407
12,0119765912  0,352692464728
12,9897019462  0,290677312526
