  0 0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.0000000
 20 0 -0.032869 -0.059250 -0.064748 -0.072878 -0.074592 -0.081029 -0.082523 -0.083382 -0.082187 -0.079525 -0.075572 -0.066436 -0.056847 -0.0387112
 30 0 -0.045917 -0.087430 -0.096602 -0.109680 -0.113809 -0.122996 -0.125131 -0.126576 -0.123424 -0.118868 -0.111252 -0.100288 -0.085416 -0.0615702
 40 0 -0.053539 -0.112666 -0.124779 -0.143604 -0.148352 -0.160285 -0.161310 -0.164404 -0.159858 -0.156760 -0.147690 -0.134434 -0.116007 -0.0869992
 50 0 -0.059646 -0.129254 -0.146197 -0.169427 -0.174738 -0.187839 -0.186866 -0.189579 -0.181407 -0.175097 -0.163116 -0.148141 -0.126251 -0.0926252
