  0 -0.177250 -0.199892 -0.197161 -0.201347 -0.197376 -0.193952 -0.182964 -0.175715 -0.159370 -0.147960 -0.129237 -0.117018 -0.0955814 -0.0779827
 15 -0.217665 -0.241020 -0.249485 -0.258927 -0.265253 -0.267327 -0.262803 -0.256346 -0.241485 -0.228512 -0.205978 -0.184898 -0.1543890 -0.1236330
 50 -0.280214 -0.321334 -0.366968 -0.396059 -0.412469 -0.422462 -0.421445 -0.415121 -0.401292 -0.380912 -0.356224 -0.326199 -0.2841800 -0.2277640
