0   20   30   40  50
Order_Parameter_1   Order_Parameter_1   Order_Parameter_1   Order_Parameter_1    Order_Parameter_1
-0.233893   -0.266762   -0.27981   -0.287432    -0.293539
-0.174331   -0.233581   -0.261761   -0.286997    -0.303585
-0.201449   -0.266197   -0.298051   -0.326228    -0.347646
-0.201342   -0.27422   -0.311022   -0.344946    -0.370769
-0.212454   -0.287046   -0.326263   -0.360806    -0.387192
-0.202237   -0.283266   -0.325233   -0.362522    -0.390076
-0.200508   -0.283031   -0.325639   -0.361818    -0.387374
-0.185539   -0.268921   -0.312115   -0.349943    -0.375118
-0.178494   -0.260681   -0.301918   -0.338352    -0.359901
-0.160285   -0.23981   -0.279153   -0.317045    -0.335382
-0.148247   -0.223819   -0.259499   -0.295937    -0.311363
-0.128296   -0.194732   -0.228584   -0.26273    -0.276437
-0.110202   -0.167049   -0.195618   -0.226209    -0.236453
-0.0830908   -0.121802   -0.144661   -0.17009    -0.175716
