  0 nan       nan -0.132894 -0.149052 -0.169375 -0.178529 -0.177496 -0.173003 -0.163214 -0.152936      nan -0.124970 -0.111884 -0.0955628 -0.0715108
 11 nan 0.0895201 -0.162053 -0.181102 -0.204886 -0.216979 -0.216224 -0.213565 -0.203119 -0.190839 0.221587 -0.158984 -0.140777 -0.1165400 -0.0872048
 44 nan 0.2274460 -0.263712 -0.307073 -0.347163 -0.371646 -0.379864 -0.380967 -0.375313 -0.363852 0.494393 -0.324514 -0.294514 -0.2509290 -0.1857710
 50 nan       nan -0.284891 -0.339382 -0.378846 -0.401983 -0.410852 -0.412434 -0.405680 -0.393346      nan -0.349843 -0.317557 -0.2706300 -0.1998400
 56 nan 0.2403510 -0.278985 -0.336743 -0.382679 -0.408978 -0.418997 -0.419255 -0.411788 -0.396813 0.477640 -0.344899 -0.305697 -0.2535380 -0.1813410
