  0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.0000000  0.0000000
 15 -0.040415 -0.041128 -0.052324 -0.057580 -0.067877 -0.073375 -0.079839 -0.080631 -0.082115 -0.080552 -0.076741 -0.067880 -0.0588076 -0.0456503
 50 -0.102964 -0.121442 -0.169807 -0.194712 -0.215093 -0.228510 -0.238481 -0.239406 -0.241922 -0.232952 -0.226987 -0.209181 -0.1885990 -0.1497810
