0   20   30   40  50
0   0   0   0    0
0   -0.032869   -0.045917   -0.053539    -0.059646
0   -0.05925   -0.08743   -0.112666    -0.129254
0   -0.064748   -0.096602   -0.124779    -0.146197
0   -0.072878   -0.10968   -0.143604    -0.169427
0   -0.074592   -0.113809   -0.148352    -0.174738
0   -0.081029   -0.122996   -0.160285    -0.187839
0   -0.082523   -0.125131   -0.16131    -0.186866
0   -0.083382   -0.126576   -0.164404    -0.189579
0   -0.082187   -0.123424   -0.159858    -0.181407
0   -0.079525   -0.118868   -0.15676    -0.175097
0   -0.075572   -0.111252   -0.14769    -0.163116
0   -0.066436   -0.100288   -0.134434    -0.148141
0   -0.056847   -0.085416   -0.116007    -0.126251
0   -0.0387112   -0.0615702   -0.0869992    -0.0926252
