0   11   44    50    56
nan   nan   nan    nan   nan
nan   0.0895201   0.227446    nan   0.240351
-0.132894   -0.162053   -0.263712    -0.284891   -0.278985
-0.149052   -0.181102   -0.307073    -0.339382   -0.336743
-0.169375   -0.204886   -0.347163    -0.378846   -0.382679
-0.178529   -0.216979   -0.371646    -0.401983   -0.408978
-0.177496   -0.216224   -0.379864    -0.410852   -0.418997
-0.173003   -0.213565   -0.380967    -0.412434   -0.419255
-0.163214   -0.203119   -0.375313    -0.40568   -0.411788
-0.152936   -0.190839   -0.363852    -0.393346   -0.396813
nan   0.221587   0.494393    nan   0.47764
-0.12497   -0.158984   -0.324514    -0.349843   -0.344899
-0.111884   -0.140777   -0.294514    -0.317557   -0.305697
-0.0955628   -0.11654   -0.250929    -0.27063   -0.253538
-0.0715108   -0.0872048   -0.185771    -0.19984   -0.181341
