# DMPC without (23 celcius) and with 30 % chol (35 celcius) from table 1 in
# Douliez et al. Biophysical Journal Volume 68 May 1995 1727-1739

#      2     2     3.000  4.000  5.000  6.000  7.000  8.000  9.000 10.000 11.000 12.000 13.000 14.000 
  0  0.096 0.162 0.236 0.248 0.250 0.252 0.250 0.244 0.230 0.213 0.194 0.170 0.141 0.037 
 30  0.130 0.258 0.374 0.433 0.433 0.433 0.433 0.433 0.433 0.433 0.398 0.354 0.294 0.078 
