# DMPC without and with 30 % chol (25 celcius) from Fig. 3 in
# Urbina et al. Biochimica et Biophysica Acta 1238 (1995) 163-176
#
#   2                2            3                4              6               8             10            11       12       13
0  0.0845710656444 0.155532368552 0.231175429842 0.235820895522 0.251599147122 0.230821576011 0.210025858549 0.2060  0.18709 0.1551
30  0.123277230867 0.248015242934 0.364514811958 0.390663702763 0.419344009436 0.420088009799 0.405725173524 0.3845  0.35269 0.2906
