  0 0 0.0000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 0.000000  0.000000  0.000000  0.0000000  0.000000
 11 0 0.0895201 -0.029159 -0.032050 -0.035511 -0.038450 -0.038728 -0.040562 -0.039905 -0.037903 0.221587 -0.034014 -0.028893 -0.0209772 -0.015694
 44 0 0.2274460 -0.130818 -0.158021 -0.177788 -0.193117 -0.202368 -0.207964 -0.212099 -0.210916 0.494393 -0.199544 -0.182630 -0.1553660 -0.114260
 50 0 0.0000000 -0.151997 -0.190330 -0.209471 -0.223454 -0.233356 -0.239431 -0.242466 -0.240410 0.000000 -0.224873 -0.205673 -0.1750670 -0.128329
 56 0 0.2403510 -0.146091 -0.187691 -0.213304 -0.230449 -0.241501 -0.246252 -0.248574 -0.243877 0.477640 -0.219929 -0.193813 -0.1579750 -0.109830
