 CholFraction ForceField temperature path DOI:
0 0.28888888888888886 MacRog 298.15 ../DATA/ForPlotting/03b/07d/03b07d843213f935159d864019a6f66447c50d00/0b554d7564f52c01d95e2ed28411211e3e5d9061/ 10.5281/zenodo.7061800
1 0.0 MacRog 298.15 ../DATA/ForPlotting/7d7/c42/7d7c42a7ef3419560ab1dabb52161728d62f2a7f/a5bb1d1fd6165db5e9784b8e3f1b0a25381ba680/ 10.5281/zenodo.7061800
2 0.1111111111111111 MacRog 298.15 ../DATA/ForPlotting/7f6/73c/7f673c119523044d7e2d5986e8db7ab5c5a18e64/545850139a3d54a3d727c323db0355e40bb6d032/ 10.5281/zenodo.7061800
3 0.0 MacRog 298.0 ../DATA/ForPlotting/354/c96/354c960d52ae3ede20ac62f39f791a4ba9892659/b73fc91c765a75d02c0c9fbc87e400dc79221c44/ 10.5281/zenodo.13498
4 0.0 MacRog 300.0 ../DATA/ForPlotting/63a/479/63a47940524010d5a2ff46f0d4c89b4b69e0ad4f/9d9ca60b644e801ec759177e4b1cbe5bf413fe25/ 10.5281/zenodo.3741793
5 0.1111111111111111 MacRog 298.15 ../DATA/ForPlotting/687/d70/687d70e3855bd3ed984fda6baeef96d42ba9126d/78ba0e56b430751678b07c2665a17c17b64203e6/ 10.5281/zenodo.7061800
6 0.0 MacRog 298.0 ../DATA/ForPlotting/6a7/ee8/6a7ee8ec651f41dbaa4460d095ad2e30b27de20b/9b33210b33f94f175df15b16f5064d9464900b05/ 10.5281/zenodo.13498
7 0.0 MacRog 298.0 ../DATA/ForPlotting/cfb/a18/cfba18cb6fbbc3ce348e83cc27dead0472882f17/53a843832460b6e8320a71cad1a51ef0a49b3f06/ 10.5281/zenodo.13498
8 0.4666666666666667 MacRog 298.15 ../DATA/ForPlotting/ddb/6f6/ddb6f616802ccd84f18b979b61503f8361c1fb4b/8af44af412b5e63f797a8a9039eed3cea5a5936d/ 10.5281/zenodo.7061800
9 0.0 MacRog 298.15 ../DATA/ForPlotting/e2a/a72/e2aa72be7b07054a9344c68e56a4f45396189c4e/3401edf711d1be25d7e0f8d85ba5b2297b1e6a29/ 10.5281/zenodo.7061800
10 0.0 MacRog 298.0 ../DATA/ForPlotting/1cf/5b8/1cf5b86ae03a9c69a520d6aa84efb1488b37096f/4e2199958d6361d53df071b10e33836d6761fe73/ 10.5281/zenodo.13498
11 0.0 MacRog 298.15 ../DATA/ForPlotting/1e8/02f/1e802f341a0d4237aaf224d5c5d85530026be0bf/24e5ed8a70975452504d9092b4f8c51bf5dc6186/ 10.5281/zenodo.7061800
12 0.2 MacRog 298.15 ../DATA/ForPlotting/227/3c2/2273c29e99c9127312973631bf7650a9b6b7f445/9109e7863d6a11a7efd594b86ce12e2c2935e4f9/ 10.5281/zenodo.7061800
13 0.38461538461538464 MacRog 298.15 ../DATA/ForPlotting/235/4e2/2354e21ebaf1a3c1a91bbc39a81bb855a65156a2/5cf395674b97e6840d5f82366b39c1c2910a3e98/ 10.5281/zenodo.7061800
14 0.0 MacRog 298.0 ../DATA/ForPlotting/f1c/b0f/f1cb0f7b3e7f2d34b844bd3ec237bfa4fe845e87/3dc850ad50ed06ef9677f7c6520756fdf2962880/ 10.5281/zenodo.13498
15 0.28888888888888886 MacRog 298.15 ../DATA/ForPlotting/f77/7b0/f777b003f2709874e8b5d1105371134abd08883c/e18894597f0961f3c72aa516f25104507dd30df5/ 10.5281/zenodo.7061800
16 0.1111111111111111 MacRog 298.15 ../DATA/ForPlotting/75b/d62/75bd625d0c29f45c4b3a1bc107df9122abc270be/a6ac2c52a4fe03bc145c34c7d9c759840702e6b1/ 10.5281/zenodo.7061800
17 0.38461538461538464 MacRog 298.15 ../DATA/ForPlotting/af2/1da/af21da6438fb2e1305dec6ef0a69e6148f11edfd/fdcab103936e99ce9736c2edca9650d783f466bc/ 10.5281/zenodo.7061800
18 0.4666666666666667 MacRog 298.15 ../DATA/ForPlotting/b23/d28/b23d28fa4a500716f0af641a7b274ed74c0ed4af/e04e3b99e8e7fbce0a119c88df424c02eb6f2874/ 10.5281/zenodo.7061800
19 0.2 MacRog 298.15 ../DATA/ForPlotting/2f6/ef0/2f6ef0068ae0319e0f4b6f860e8d843421b286bd/685f534cf530904ae20f49c0d371b30ea71ff383/ 10.5281/zenodo.7061800
20 0.4666666666666667 MacRog 298.15 ../DATA/ForPlotting/8a3/b23/8a3b239ccdf049fa51ffef3b436541da170b0b29/9ddacfe8666c6c43d77985ec2dcf5fd6d49dd452/ 10.5281/zenodo.7061800
21 0.28888888888888886 MacRog 298.15 ../DATA/ForPlotting/8af/d66/8afd667c5df78a5d523d6e7314d01d9dd8fff686/ffcc827026f7f9475602811c00a961261b4ec494/ 10.5281/zenodo.7061800
22 0.2 MacRog 298.15 ../DATA/ForPlotting/8b0/f90/8b0f9005d3e4fe16553e48aebae19950d5e35cae/02e7f972c04717b2e92abd4094778b96b77a7055/ 10.5281/zenodo.7061800
23 0.38461538461538464 MacRog 298.15 ../DATA/ForPlotting/568/efe/568efe83b7ac0fa45bd7b3cd683f43b571d13115/b766113b1bec2f3668be2c82812c23164c42eeea/ 10.5281/zenodo.7061800
24 0.0 MacRog 298.0 ../DATA/ForPlotting/ea0/d5a/ea0d5a1550d15ecabd0ffc0a27f59a7c01f61b83/570401bcf40f667dc9b035d8d5519aeb4a3fa072/ 10.5281/zenodo.13498
