3 -0.0838256 -0.156389
4 -0.275391 -0.277715
5 -0.286687 -0.286869
6 -0.313061 -0.310747
7 -0.296934 -0.296461
8 -0.28482 -0.285301
9 -0.181565 -0.183986
10 -0.120054
11 -0.0833376
12 -0.150068 -0.14716
13 -0.229833 -0.230497
14 -0.244652 -0.245266
15 -0.250187 -0.251054
16 -0.226881 -0.227317
17 -0.203381 -0.204287
18 -0.1522 -0.15205
