3 -0.109869 -0.175581
4 -0.301046 -0.296069
5 -0.321204 -0.322137
6 -0.354032 -0.352765
7 -0.348025 -0.347856
8 -0.335269 -0.334099
9 -0.238903 -0.234948
awk: ../../scripts/gro_OP.awk:25: (FILENAME=runPROT.gro FNR=2) fatal: division by zero attempted
10 -0.157588
awk: ../../scripts/gro_OP.awk:25: (FILENAME=runPROT.gro FNR=2) fatal: division by zero attempted
11 -0.0942048
12 -0.180694 -0.185126
13 -0.268737 -0.271376
14 -0.28237 -0.282084
15 -0.284432 -0.285623
16 -0.253987 -0.255317
17 -0.227704 -0.227977
18 -0.16588 -0.16722
3 -0.0762718 -0.126439
4 -0.211908 -0.220061
5 -0.211533 -0.211899
6 -0.223356 -0.221526
7 -0.199908 -0.197428
8 -0.189546 -0.187108
9 -0.112329 -0.106156
10 -0.06322
11 -0.0556519
12 -0.0901963 -0.0901295
13 -0.136321 -0.136767
14 -0.143722 -0.143015
15 -0.149589 -0.148289
16 -0.137046 -0.13686
17 -0.123796 -0.124152
18 -0.0978628 -0.0958427
