 -4.8569  336.30500577
 -4.8061  336.28591799
 -4.7552  336.44392739
 -4.7043  337.39983826
 -4.6535  337.30949762
 -4.6026  336.94805570
 -4.5518  336.58358832
 -4.5009  336.12633698
 -4.4501  337.18176833
 -4.3992  336.86948630
 -4.3483  336.87405986
 -4.2975  336.60441694
 -4.2466  336.43288796
 -4.1958  337.49709332
 -4.1449  336.82800681
 -4.0941  336.46896578
 -4.0432  336.55309747
 -3.9923  337.33426138
 -3.9415  337.17689285
 -3.8906  337.09950497
 -3.8398  336.56952670
 -3.7889  336.82213505
 -3.7380  337.13599110
 -3.6872  336.74409794
 -3.6363  336.77058779
 -3.5855  337.07775394
 -3.5346  336.89140169
 -3.4838  336.63672271
 -3.4329  336.57378810
 -3.3820  336.24231102
 -3.3312  337.32072699
 -3.2803  335.52594851
 -3.2295  334.68440008
 -3.1786  334.27272867
 -3.1278  332.93671912
 -3.0769  330.91906472
 -3.0260  327.92460086
 -2.9752  324.47983085
 -2.9243  320.61631133
 -2.8735  315.23314939
 -2.8226  308.51519078
 -2.7718  302.06062811
 -2.7209  293.79002965
 -2.6700  284.56154689
 -2.6192  274.19878364
 -2.5683  262.91020443
 -2.5175  251.72084898
 -2.4666  240.43948122
 -2.4157  228.30628399
 -2.3649  215.50593326
 -2.3140  204.51380315
 -2.2632  192.01104070
 -2.2123  180.07960150
 -2.1615  168.25413110
 -2.1106  157.37118703
 -2.0597  145.83090820
 -2.0089  134.88233468
 -1.9580  122.29191450
 -1.9072  111.37872625
 -1.8563  99.97981482
 -1.8055  89.02666823
 -1.7546  77.48074160
 -1.7037  66.72194207
 -1.6529  56.51422583
 -1.6020  47.10696134
 -1.5512  38.67483639
 -1.5003  30.98939584
 -1.4494  24.70640644
 -1.3986  18.95230369
 -1.3477  14.24542342
 -1.2969  10.69515405
 -1.2460  7.84656869
 -1.1952  5.60093121
 -1.1443  3.94707624
 -1.0934  2.76886182
 -1.0426  1.83235518
 -0.9917  1.24858233
 -0.9409  0.81112668
 -0.8900  0.51959809
 -0.8392  0.33018457
 -0.7883  0.20484540
 -0.7374  0.12318597
 -0.6866  0.07932384
 -0.6357  0.04468507
 -0.5849  0.02920775
 -0.5340  0.01500112
 -0.4831  0.01097229
 -0.4323  0.00208537
 -0.3814  0.00366391
 -0.3306  0.00297451
 -0.2797  0.00484536
 -0.2289  0.00163913
 -0.1780  0.00290294
 -0.1271  0.00238166
 -0.0763  0.00178878
 -0.0254  0.00461415
  0.0254  0.00456360
  0.0763  0.00648724
  0.1271  0.00457162
  0.1780  0.00336804
  0.2289  0.00838107
  0.2797  0.00725497
  0.3306  0.00314911
  0.3814  0.01017559
  0.4323  0.00880099
  0.4831  0.01538667
  0.5340  0.02231889
  0.5849  0.04255343
  0.6357  0.05182132
  0.6866  0.09653888
  0.7374  0.14730516
  0.7883  0.22833390
  0.8392  0.37583813
  0.8900  0.58666997
  0.9409  0.89752369
  0.9917  1.34489751
  1.0426  1.96921737
  1.0934  2.81863066
  1.1443  4.18503380
  1.1952  5.80417875
  1.2460  7.98347689
  1.2969  10.81660835
  1.3477  14.48144545
  1.3986  18.77977144
  1.4494  24.34043220
  1.5003  31.07976569
  1.5512  37.98117931
  1.6020  46.66486461
  1.6529  56.20245572
  1.7037  66.45880546
  1.7546  77.10685736
  1.8055  88.23551818
  1.8563  100.07056495
  1.9072  111.36198462
  1.9580  122.93562524
  2.0089  134.70978685
  2.0597  146.16880244
  2.1106  157.57527096
  2.1615  168.60139473
  2.2123  180.30255137
  2.2632  192.04340334
  2.3140  203.62665001
  2.3649  215.60801567
  2.4157  227.73132206
  2.4666  240.24284181
  2.5175  251.19489739
  2.5683  263.33196033
  2.6192  274.38112139
  2.6700  284.00344055
  2.7209  293.49740708
  2.7718  302.04172437
  2.8226  308.75122988
  2.8735  315.42053461
  2.9243  319.77043383
  2.9752  324.89628092
  3.0260  328.12012782
  3.0769  330.30739063
  3.1278  332.61604451
  3.1786  335.01995081
  3.2295  334.72306242
  3.2803  335.62963358
  3.3312  336.56173910
  3.3820  336.33056926
  3.4329  336.47764704
  3.4838  337.13508572
  3.5346  337.08273813
  3.5855  337.04696683
  3.6363  336.96430768
  3.6872  337.05495079
  3.7380  336.48040452
  3.7889  336.63577651
  3.8398  337.60280255
  3.8906  337.22289570
  3.9415  336.44420409
  3.9923  336.66359105
  4.0432  337.92086710
  4.0941  335.99643657
  4.1449  336.56831102
  4.1958  337.24337998
  4.2466  336.92416534
  4.2975  336.93172790
  4.3483  336.53780084
  4.3992  336.65103861
  4.4501  337.32332414
  4.5009  337.00864665
  4.5518  335.86468590
  4.6026  337.24002692
  4.6535  336.85657413
  4.7043  337.47674738
  4.7552  336.12957048
  4.8061  336.73254533
  4.8569  336.24426054
